drug_name,gene_symbol,action
Dextrothyroxine,THRA,agonist
Dextrothyroxine,THRB,agonist
Dextrothyroxine,TPO,unknown
Dexverapamil,ABCB1,inhibitor
Dezapelisib,PIK3CD,inhibitor
Dezocine,OPRK1,antagonist
Dezocine,OPRM1,agonist
Di-Stearoyl-3-Sn-Phosphatidylcholine,BPI,unknown
Di-Stearoyl-3-Sn-Phosphatidylcholine,SLC25A4,inhibitor
DiaPep 277,HSPD1,modulator
Diacerein,ALOX5,inhibitor
Diacerein,CYP1A2,inhibitor
Diacerein,CYP2C9,inhibitor
Diacerein,CYP2D6,inhibitor
Diacerein,CYP2E1,inhibitor
Diacerein,CYP3A7,inhibitor
Diacerein,IL1B,inhibitor
Diacerein,NR1H2,inhibitor
Diacerein,NR1H3,inhibitor
Diamorphine,CES1,unknown
Diamorphine,OPRD1,agonist
Diamorphine,OPRK1,agonist
Diamorphine,OPRM1,agonist
Dianicline,CHRNA4,modulator
Dianicline,CHRNB2,modulator
Diaplasinin,SERPINE1,inhibitor
Diazepam,GABRG3,ligand
Diazepam,GABRQ,positive allosteric modulator
Diazepam,TSPO,agonist
Diazepinomicin,TSPO,modulator
Diazoxide,ATP5PO,inhibitor
Diazoxide,KCNJ11,inducer
Dibromotyrosine,EPOR,inhibitor
Dibutylphthalate,TRPA1,activator
Dichloroacetic acid,GSTZ1,unknown
Dichloroacetic acid,PDK1,inhibitor
Dichlorobenzyl alcohol,SCN4B,antagonist
Dichloroisoproterenol,ADRB1,inhibitor
Dichloroisoproterenol,ADRB2,inhibitor
Dichlororibofuranosylbenzimidazole,CSNK2A1,inhibitor
Dichlorvos,BCHE,unknown
Dichlorvos,TF,unknown
Diclofenac,PTGS1,inhibitor
Diclofenac,PTGS2,inhibitor
Diclofenamide,CA1,inhibitor
Diclofenamide,CA2,inhibitor
Diclofenamide,CA3,inhibitor
Diclofenamide,CA4,inhibitor
Diclofenamide,CA7,inhibitor
Dicoumarol,CRYZ,inhibitor
Dicoumarol,NQO1,inhibitor
Dicoumarol,VKORC1,inhibitor
Dicyclomine,CHRM1,antagonist
Dicyclomine,CHRM2,antagonist
Dicyclomine,CHRM3,antagonist
Didanosine,PNP,substrate
Didesmethylrocaglamide,PHB1,inhibitor
Didesmethylrocaglamide,PHB2,inhibitor
Didox,RRM1,inhibitor
Didox,RRM2,inhibitor
Didox,RRM2B,inhibitor
Dienestrol,ESR1,agonist
Dienestrol,SHBG,unknown
Dienogest,AR,antagonist
Dienogest,PGR,agonist
Diethyl phosphonate,BCHE,inhibitor
Diethylcarbamazine,ALOX5,inhibitor
Diethylcarbamazine,PTGS1,inhibitor
Diethylene glycol diethyl ether,ACHE,inhibitor
Diethylpropion,SLC6A2,inhibitor
Diethylpropion,SLC6A3,inhibitor
Diethylpropion,SLC6A4,inhibitor
Diethylstilbestrol,AR,antagonist
Diethylstilbestrol,ESR1,agonist
Diethylstilbestrol,ESR2,agonist
Diethylstilbestrol,ESRRA,unknown
Diethylstilbestrol,ESRRB,unknown
Diethylstilbestrol,ESRRG,agonist
Diethylstilbestrol,NCOA2,unknown
Diethylstilbestrol,NR1I2,unknown
Diethylstilbestrol,SHBG,unknown
Diethyltryptamine,HTR6,inhibitor
Difamilast,PDE4D,inhibitor
Difelikefalin,OPRK1,agonist
Difenoxin,OPRM1,antagonist
Diflomotecan,TOP1,inhibitor
Diflorasone,NR3C1,agonist
Diflorasone,PLA2G1B,inhibitor
Diflunisal,PTGS1,inhibitor
Diflunisal,PTGS2,inhibitor
Difluocortolone,ANXA3,inducer
Difluocortolone,NR3C1,binder
Difluprednate,ANXA1,agonist
Difluprednate,NR3C1,agonist
Digitoxigenin,ATP1A1,inhibitor
Digitoxin,ATP1A1,inhibitor
Digitoxin,ATP1A2,inhibitor
Digitoxin,ATP1A3,inhibitor
Digitoxin,ATP1B1,inhibitor
Digitoxin,ATP1B2,inhibitor
Digitoxin,ATP1B3,inhibitor
Diglyme,HSP90B1,unknown
Digoxin,ATP1A1,inhibitor
Digoxin,ATP1A2,inhibitor
Digoxin,ATP1A3,inhibitor
Digoxin,ATP1B1,inhibitor
Digoxin,ATP1B2,inhibitor
Digoxin,ATP1B3,inhibitor
Digoxin,SLCO4C1,modulator
Dihydrexidine,DRD1,inhibitor
Dihydro-alpha-ergocryptine,DRD2,agonist
Dihydro-alpha-ergocryptine,DRD3,partial agonist
Dihydro-alpha-ergocryptine,DRD5,partial agonist
Dihydro-alpha-ergocryptine,HTR2B,agonist
Dihydro-alpha-ergocryptine,HTR7,antagonist
Dihydrocodeine,OPRM1,antagonist
Dihydroergocornine,ADRA2C,antagonist;agonist
Dihydroergocornine,ADRB3,antagonist;agonist
Dihydroergocornine,HTR7,antagonist;agonist
Dihydroergocristine,ADRA2C,antagonist;agonist
Dihydroergocristine,ADRB3,antagonist;agonist
Dihydroergocristine,DRD4,antagonist;agonist
Dihydroergocristine,HTR7,antagonist
Dihydroergocryptine,HTR2B,agonist
Dihydroergocryptine,HTR7,antagonist
Dihydroergotamine,ADRA1D,agonist
Dihydroergotamine,ADRA2A,agonist
Dihydroergotamine,ADRA2C,agonist
Dihydroergotamine,ADRB3,agonist
Dihydroergotamine,DRD2,agonist
Dihydroergotamine,DRD3,agonist
Dihydroergotamine,DRD4,agonist
Dihydroergotamine,HTR1A,agonist
Dihydroergotamine,HTR1B,agonist
Dihydroergotamine,HTR1D,agonist
Dihydroergotamine,HTR1E,agonist
Dihydroergotamine,HTR1F,agonist
Dihydroergotamine,HTR2A,agonist
Dihydroergotamine,HTR2B,agonist
Dihydroergotamine,HTR2C,agonist
Dihydroergotamine,HTR4,agonist
Dihydroergotoxine,DRD2,agonist
Dihydrofolic Acid,PDF,inhibitor
Dihydrogenphosphate,DCXR,unknown
Dihydrolipoic Acid,DLAT,unknown
Dihydrolipoic Acid,GCSH,unknown
Dihydrolipoic Acid,PDK3,unknown
Dihydromorphine,OPRD1,agonist
Dihydromorphine,OPRK1,agonist
Dihydromorphine,OPRM1,agonist
Dihydromorphine,POMC,agonist
Dihydromorphine,TRIM13,agonist
Dihydroquinidine barbiturate,GABRA1,potentiator
Dihydrotachysterol,VDR,agonist
Dihydroxyacetone phosphate,ALDOA,unknown
Dihydroxyacetone phosphate,ALDOB,unknown
Dihydroxyacetone phosphate,TPI1,unknown
Diisopropylphosphono Group,CFB,unknown
Diisopropylphosphono Group,DPP4,inhibitor
Dilazep,SLC29A1,inhibitor
Dilmapimod,IL1B,unknown
Dilmapimod,IL6,unknown
Dilmapimod,MAPK14,inhibitor
Dilmapimod,TNF,unknown
Diltiazem,CACNA1C,blocker
Diltiazem,CACNA2D1,blocker
Diltiazem,CACNG1,blocker
Dimemorfan,SIGMAR1,agonist
Dimenhydrinate,HRH1,antagonist
Dimepheptanol,OPRD1,inhibitor
Dimepheptanol,OPRK1,inhibitor
Dimepheptanol,OPRM1,inhibitor
Dimetacrine,ACHE,antagonist
Dimethyl Propionate Ester Heme,CYB5A,unknown
Dimethyl fumarate,KEAP1,binder
Dimethyl fumarate,RELA,inhibitor;binder
Dimethyl sulfoxide,IL5RA,downregulator
Dimethyl sulfoxide,MUC16,downregulator
Dimethyl sulfoxide,MYC,downregulator
Dimethylallyl Diphosphate,FDPS,inhibitor
Dimethylallyl Diphosphate,IDI1,unknown
Dimethylcurcumin,AR,inhibitor
Dimethylthiambutene,OPRD1,agonist
Dimethylthiambutene,OPRM1,agonist
Dimethyltryptamine,HTR2A,inhibitor
Dimethyltryptamine,HTR6,inhibitor
Dimethyltryptamine,SIGMAR1,inhibitor
Dimetindene,CHRM2,antagonist
Dimetindene,HRH1,antagonist
Diminazene,AOC1,unknown
Diminazene,PRDX5,unknown
Diminazene,PRSS1,unknown
Dinaciclib,CDK1,inhibitor
Dinaciclib,CDK2,inhibitor
Dinaciclib,CDK9,inhibitor
Dinitrochlorobenzene,GSTP1,unknown
Dinitrochlorobenzene,MGMT,unknown
Dinoprost,PTGDR,agonist
Dinoprost,PTGDR2,agonist
Dinoprost,PTGER1,agonist
Dinoprost,PTGER2,agonist
Dinoprost,PTGER3,agonist
Dinoprost,PTGER4,agonist
Dinoprost,PTGFR,agonist
Dinoprost,TBXA2R,agonist
Dinoprost tromethamine,PTGFR,agonist
Dinoprost tromethamine,PTGIR,antagonist
Dinoprostone,PTGDR2,agonist
Dinoprostone,PTGER1,agonist
Dinoprostone,PTGER2,agonist
Dinoprostone,PTGER3,agonist
Dinoprostone,PTGER4,agonist
Dinoprostone,PTGFR,antagonist
Dinor-N(Omega)-Hydroxy-L-Arginine,ARG1,unknown
Diosmetin,CYP1B1,inhibitor
Diosmetin,STAT3,inhibitor
Diosmin,AHR,agonist
Dioxo(sulfanyl)molybdenum,XDH,unknown
Dioxybenzone,SHBG,binder
Dipentamethylenethiuram disulfide,ALDH3A2,inhibitor
Diphemanil,CHRM1,modulator
Diphemanil,CHRM3,antagonist
Diphenhydramine,CHRM2,antagonist
Diphenhydramine,HNMT,inhibitor
Diphenhydramine,HRH1,inverse agonist
Diphenidol,CHRM1,antagonist
Diphenidol,CHRM2,antagonist
Diphenidol,CHRM3,antagonist
Diphenidol,CHRM4,antagonist
Diphenoxylate,OPRD1,agonist
Diphenoxylate,OPRM1,agonist
Diphenylacetic acid,CTSB,unknown
Diphenylpyraline,HRH1,antagonist
Diphenylpyraline,SLC6A3,inhibitor
Diphthamide,EEF2,unknown
Dipivefrin,ACHE,inhibitor
Dipivefrin,ADRA1A,agonist
Dipivefrin,ADRA2A,agonist
Dipivefrin,ADRB1,antagonist
Dipivefrin,ADRB2,agonist
Dipivefrin,BCHE,substrate
Dipraglurant,GRM5,modulator
Diprenorphine,OPRD1,antagonist
Diprenorphine,OPRK1,antagonist
Diprenorphine,OPRM1,antagonist
Diprenorphine,TRIM13,unknown
Dipyridamole,ADA,inhibitor
Dipyridamole,ORM1,binder
Dipyridamole,PDE10A,inhibitor
Dipyridamole,PDE4A,inhibitor
Dipyridamole,PDE5A,inhibitor
Dipyridamole,RCAN1,inhibitor
Dipyrithione,NOS2,antagonist
Dipyrithione,PTGS2,inhibitor
Diquafosol,P2RY2,agonist
