gene1,gene2,weight
CFTR,KRT8,0.752
CFTR,LAMP2,0.584
CFTR,LDLR,0.531
CFTR,LDLRAP1,0.499
CFTR,LPAR2,0.534
CFTR,LRP2,0.611
CFTR,LRRC8A,0.517
CFTR,LRRC8B,0.461
CFTR,LRRC8C,0.442
CFTR,LRRC8D,0.45
CFTR,LRRC8E,0.461
CFTR,M6PR,0.426
CFTR,MARCHF2,0.685
CFTR,MARCHF6,0.444
CFTR,MRPS7,0.49
CFTR,MTHFR,0.494
CFTR,MUC2,0.421
CFTR,MUC5AC,0.602
CFTR,MUC5B,0.582
CFTR,MVB12A,0.406
CFTR,MVB12B,0.449
CFTR,MVP,0.467
CFTR,MYH13,0.433
CFTR,MYO5B,0.633
CFTR,MYO6,0.426
CFTR,NEDD4,0.606
CFTR,NEDD4L,0.764
CFTR,NPLOC4,0.452
CFTR,NPR3,0.518
CFTR,NR1H4,0.41
CFTR,NTRK1,0.452
CFTR,OS9,0.629
CFTR,OXSR1,0.493
CFTR,P2RY2,0.459
CFTR,PARK7,0.511
CFTR,PCNT,0.431
CFTR,PDE3A,0.518
CFTR,PDZD3,0.882
CFTR,PDZD4,0.454
CFTR,PDZK1,0.969
CFTR,PICALM,0.526
CFTR,PIKFYVE,0.453
CFTR,PIP,0.427
CFTR,PKD1,0.492
CFTR,PKD2,0.494
CFTR,PKN3,0.431
CFTR,PLIN2,0.428
CFTR,PLIN3,0.44
CFTR,PPP2R1A,0.589
CFTR,PRKAA1,0.953
CFTR,PRKAA2,0.907
CFTR,PRKAB1,0.908
CFTR,PRKAB2,0.944
CFTR,PRKACA,0.982
CFTR,PRKACB,0.976
CFTR,PRKACG,0.976
CFTR,PRKAG1,0.922
CFTR,PRKAG2,0.905
CFTR,PRKAG3,0.901
CFTR,PRKG2,0.515
CFTR,PRKN,0.613
CFTR,PROC,0.413
CFTR,PRSS1,0.854
CFTR,PRSS2,0.707
CFTR,PRSS3,0.477
CFTR,PRSS58,0.696
CFTR,PRSS8,0.44
CFTR,PSMA1,0.412
CFTR,PSMA2,0.434
CFTR,PSMA3,0.611
CFTR,PSMA4,0.412
CFTR,PSMA5,0.435
CFTR,PSMA6,0.444
CFTR,PSMA7,0.448
CFTR,PSMA8,0.437
CFTR,PSMB1,0.462
CFTR,PSMB10,0.402
CFTR,PSMB11,0.416
CFTR,PSMB2,0.419
CFTR,PSMB3,0.474
CFTR,PSMB4,0.475
CFTR,PSMB5,0.433
CFTR,PSMB6,0.437
CFTR,PSMB7,0.402
CFTR,PSMB8,0.424
CFTR,PSMB9,0.424
CFTR,PSMC1,0.47
CFTR,PSMC2,0.473
CFTR,PSMC3,0.446
CFTR,PSMC4,0.479
CFTR,PSMC5,0.462
CFTR,PSMC6,0.437
CFTR,PSMD1,0.416
CFTR,PSMD10,0.43
CFTR,PSMD11,0.469
CFTR,PSMD12,0.435
CFTR,PSMD13,0.4
CFTR,PSMD14,0.46
CFTR,PSMD2,0.494
CFTR,PSMD3,0.442
CFTR,PSMD4,0.467
CFTR,PSMD5,0.43
CFTR,PSMD6,0.4
CFTR,PSMD7,0.464
CFTR,PSMD8,0.41
CFTR,PSMD9,0.407
CFTR,PSME1,0.401
CFTR,PSME2,0.448
CFTR,PSME3,0.401
CFTR,PSME4,0.42
CFTR,PSMF1,0.4
CFTR,PTGES3,0.581
CFTR,RAB11A,0.709
CFTR,RAB4A,0.526
CFTR,RAB5A,0.657
CFTR,RACK1,0.459
CFTR,RAD17,0.404
CFTR,RDX,0.61
CFTR,REG3A,0.41
CFTR,REN,0.523
CFTR,RFLNB,0.707
CFTR,RHOQ,0.721
CFTR,RNASE1,0.44
CFTR,RNF185,0.738
CFTR,RNF5,0.979
CFTR,RPS27A,0.601
CFTR,RRM1,0.42
CFTR,RUNX2,0.434
CFTR,SALL3,0.489
CFTR,SCARB2,0.473
CFTR,SCGB1A1,0.402
CFTR,SCNN1A,0.821
CFTR,SCNN1B,0.895
CFTR,SCNN1G,0.886
CFTR,SCT,0.514
CFTR,SCTR,0.646
CFTR,SEC61A1,0.464
CFTR,SEC63,0.467
CFTR,SEL1L,0.639
CFTR,SEM1,0.4
CFTR,SERPINA1,0.59
CFTR,SFTPC,0.421
CFTR,SGK1,0.605
CFTR,SGPP1,0.484
CFTR,SHANK2,0.603
CFTR,SLC10A2,0.513
CFTR,SLC12A1,0.471
CFTR,SLC12A2,0.816
CFTR,SLC12A3,0.544
CFTR,SLC18A3,0.452
CFTR,SLC26A1,0.441
CFTR,SLC26A2,0.649
CFTR,SLC26A3,0.888
CFTR,SLC26A4,0.767
CFTR,SLC26A5,0.714
CFTR,SLC26A6,0.921
CFTR,SLC26A7,0.429
CFTR,SLC26A8,0.725
CFTR,SLC26A9,0.91
CFTR,SLC2A8,0.453
CFTR,SLC4A2,0.637
CFTR,SLC4A4,0.645
CFTR,SLC4A7,0.64
CFTR,SLC4A8,0.43
CFTR,SLC4A9,0.591
CFTR,SLC5A1,0.478
CFTR,SLC6A14,0.444
CFTR,SLC6A3,0.497
CFTR,SLC6A8,0.402
CFTR,SLC9A1,0.533
CFTR,SLC9A2,0.644
CFTR,SLC9A3,0.828
CFTR,SLC9A3R1,0.999
CFTR,SLC9A3R2,0.975
CFTR,SMN1,0.475
CFTR,SMN2,0.477
CFTR,SNAP23,0.615
CFTR,SNAP91,0.519
CFTR,SNCA,0.527
CFTR,SNX3,0.455
CFTR,SPINK1,0.888
CFTR,SQSTM1,0.608
CFTR,SRC,0.416
CFTR,STIP1,0.544
CFTR,STK39,0.453
CFTR,STUB1,0.97
CFTR,STX16,0.503
CFTR,STX1A,0.67
CFTR,STX3,0.62
CFTR,STX6,0.592
CFTR,STX8,0.47
CFTR,TAAR1,0.458
CFTR,TARDBP,0.693
CFTR,TF,0.439
CFTR,TFRC,0.59
CFTR,TGOLN2,0.48
CFTR,TJP1,0.964
CFTR,TLCD3B,0.528
CFTR,TLR4,0.462
CFTR,TNF,0.487
CFTR,TP53,0.438
CFTR,TPM2,0.454
CFTR,TRPV4,0.405
CFTR,TSG101,0.641
CFTR,TSPAN16,0.55
CFTR,TUBB3,0.421
CFTR,UBA52,0.487
CFTR,UBAP1,0.4
CFTR,UBB,0.477
CFTR,UBC,0.511
CFTR,UBE2D3,0.478
CFTR,UBE2I,0.618
CFTR,UBE2J1,0.602
CFTR,UBE2N,0.542
CFTR,UBE2V1,0.499
CFTR,UBQLN2,0.591
CFTR,USP10,0.935
CFTR,USP19,0.435
CFTR,VAMP2,0.552
CFTR,VAMP3,0.559
CFTR,VAMP4,0.432
CFTR,VAMP7,0.573
CFTR,VAMP8,0.564
CFTR,VCP,0.938
CFTR,VIM,0.432
CFTR,VPS28,0.4
CFTR,VPS37A,0.4
CFTR,VPS37B,0.4
CFTR,VPS37C,0.4
CFTR,VPS37D,0.4
CFTR,WNK1,0.568
CFTR,WNK3,0.545
CFTR,WNK4,0.57
CFTR,YWHAB,0.944
CFTR,YWHAG,0.914
CFTR,YWHAZ,0.917
CGA,CGB1,0.835
CGA,CGB3,0.961
CGA,CGB5,0.999
CGA,CGB8,0.961
CGA,CHD7,0.43
CGA,CHST8,0.758
CGA,CRH,0.528
CGA,CSH1,0.744
CGA,CSH2,0.742
CGA,CSHL1,0.407
CGA,CYSLTR2,0.509
CGA,ENSP00000466140,0.836
CGA,EREG,0.47
CGA,FAR1,0.542
CGA,FSHB,0.999
CGA,FSHR,0.99
CGA,GCG,0.482
CGA,GH1,0.448
CGA,GH2,0.468
CGA,GHRH,0.583
CGA,GIP,0.454
CGA,GNAS,0.904
CGA,GNB1,0.813
CGA,GNG2,0.8
CGA,GPHA2,0.972
CGA,GPHB5,0.928
CGA,GPR1,0.446
CGA,GPR4,0.674
CGA,HARS1,0.761
CGA,HARS2,0.761
CGA,IAPP,0.451
CGA,IGHV3-16,0.8
CGA,INHA,0.435
CGA,INHBA,0.4
CGA,INHBB,0.4
CGA,INHBC,0.4
CGA,INHBE,0.401
CGA,INSL3,0.41
CGA,LHB,0.956
CGA,LHCGR,0.819
CGA,NPS,0.4
CGA,PEPD,0.494
CGA,PIK3C3,0.688
CGA,PIK3R4,0.529
CGA,POMC,0.849
CGA,PPP2R5B,0.426
CGA,PRL,0.612
CGA,PTH,0.534
CGA,PTH2,0.4
CGA,PTHLH,0.406
CGA,RAN,0.432
CGA,RGS1,0.446
CGA,RGS11,0.402
CGA,RGS12,0.431
CGA,RGS17,0.411
CGA,RGS19,0.414
CGA,RGS20,0.448
CGA,RGS21,0.418
CGA,RGS7,0.404
CGA,RGS8,0.43
CGA,RIC8A,0.423
CGA,RLN2,0.4
CGA,RLN3,0.4
CGA,SCT,0.425
CGA,SRC,0.539
CGA,SSTR2,0.494
CGA,SUCLG2,0.778
CGA,TFAP2A,0.755
CGA,TFAP2C,0.753
CGA,TRH,0.505
CGA,TSHB,0.999
CGA,TSHR,0.964
CGA,TXNRD2,0.411
CGA,VIP,0.462
CGAS,CHEK1,0.415
CGAS,CHUK,0.425
CGAS,CLEC4D,0.421
CGAS,CLEC6A,0.46
CGAS,CPSF6,0.418
CGAS,CSF2,0.427
CGAS,CTLA4,0.496
CGAS,CXCL10,0.631
CGAS,CXCL8,0.444
CGAS,CXCL9,0.412
CGAS,DDX41,0.873
CGAS,DDX58,0.899
CGAS,DDX60,0.479
CGAS,DHX36,0.591
CGAS,DHX58,0.681
CGAS,DHX9,0.477
CGAS,DNASE2,0.536
CGAS,DTX3L,0.508
CGAS,EIF2AK2,0.56
CGAS,ENPP1,0.435
CGAS,ERV3-1,0.492
CGAS,ERVFRD-1,0.491
CGAS,ERVW-1,0.527
CGAS,ESX1,0.548
CGAS,G3BP1,0.813
CGAS,GAPDH,0.456
CGAS,GBP5,0.412
CGAS,GSDMD,0.579
CGAS,H2AC18,0.95
CGAS,H2AC19,0.905
CGAS,H2AC20,0.95
CGAS,H2AC4,0.906
CGAS,H2AC8,0.905
CGAS,H2BC11,0.913
CGAS,H2BC12,0.913
CGAS,H2BC21,0.7
CGAS,H3-3B,0.492
CGAS,H3-5,0.486
CGAS,H3C1,0.809
CGAS,H3C10,0.809
CGAS,H3C11,0.812
CGAS,H3C12,0.862
CGAS,H3C13,0.863
CGAS,H3C14,0.812
CGAS,H3C15,0.812
CGAS,H3C2,0.809
CGAS,H3C3,0.813
CGAS,H3C4,0.809
CGAS,H3C6,0.809
CGAS,H3C7,0.812
CGAS,H3C8,0.812
CGAS,H4-16,0.81
CGAS,H4C1,0.81
CGAS,H4C11,0.81
CGAS,H4C12,0.81
CGAS,H4C13,0.816
CGAS,H4C14,0.81
CGAS,H4C15,0.81
CGAS,H4C2,0.814
CGAS,H4C3,0.811
CGAS,H4C4,0.813
CGAS,H4C5,0.811
CGAS,H4C6,0.827
CGAS,H4C8,0.811
CGAS,H4C9,0.816
CGAS,HDAC3,0.491
CGAS,HMGB1,0.451
CGAS,IDO1,0.419
CGAS,IFI16,0.921
CGAS,IFIH1,0.867
CGAS,IFIT1,0.645
CGAS,IFIT2,0.549
CGAS,IFIT3,0.498
CGAS,IFNA1,0.696
CGAS,IFNA2,0.416
CGAS,IFNAR1,0.711
CGAS,IFNAR2,0.519
CGAS,IFNB1,0.803
CGAS,IFNE,0.418
CGAS,IFNG,0.599
CGAS,IFNK,0.445
CGAS,IFNL1,0.456
CGAS,IKBKE,0.612
CGAS,IL10,0.459
CGAS,IL18,0.586
CGAS,IL1A,0.454
CGAS,IL1B,0.627
CGAS,IL6,0.598
CGAS,IRF1,0.595
CGAS,IRF3,0.892
CGAS,IRF5,0.45
CGAS,IRF7,0.711
CGAS,IRF9,0.55
CGAS,ISG15,0.647
CGAS,JAK1,0.439
CGAS,LMNB1,0.425
CGAS,LRRFIP1,0.546
CGAS,LSM14A,0.43
CGAS,MAP1LC3A,0.521
CGAS,MAP1LC3C,0.47
CGAS,MARCHF8,0.4
CGAS,MAVS,0.803
CGAS,MEFV,0.59
CGAS,MLKL,0.432
CGAS,MTUS1,0.418
CGAS,MTUS2,0.418
CGAS,MX1,0.562
CGAS,MX2,0.486
CGAS,MYC,0.408
CGAS,MYD88,0.644
CGAS,NFKB1,0.549
CGAS,NFKBIA,0.424
CGAS,NLRC4,0.43
CGAS,NLRP3,0.722
CGAS,NLRX1,0.416
CGAS,NOD2,0.457
CGAS,NONO,0.836
CGAS,OAS1,0.561
CGAS,OAS2,0.483
CGAS,OAS3,0.453
CGAS,OASL,0.704
CGAS,PARP1,0.447
CGAS,PDCD1,0.417
CGAS,PQBP1,0.768
CGAS,PYCARD,0.418
CGAS,PYHIN1,0.466
CGAS,RIPK1,0.421
CGAS,RIPK3,0.409
CGAS,RNASEH2A,0.49
CGAS,RNASEH2B,0.494
CGAS,RNASEH2C,0.445
CGAS,RNASEL,0.516
CGAS,RNF135,0.425
CGAS,RNF185,0.59
CGAS,RO60,0.442
CGAS,RSAD2,0.544
CGAS,SAMHD1,0.664
CGAS,SIRT6,0.432
CGAS,SQSTM1,0.417
CGAS,STAT1,0.624
CGAS,STAT2,0.523
CGAS,STING1,0.991
CGAS,TANK,0.535
CGAS,TBK1,0.922
CGAS,TFAM,0.751
CGAS,TLR2,0.553
CGAS,TLR3,0.711
CGAS,TLR4,0.603
CGAS,TLR7,0.785
CGAS,TLR8,0.591
CGAS,TLR9,0.812
CGAS,TNF,0.595
CGAS,TP53,0.473
CGAS,TRAF3,0.528
CGAS,TRAF6,0.481
CGAS,TRAT1,0.448
CGAS,TREX1,0.718
CGAS,TRIM14,0.584
CGAS,TRIM21,0.448
CGAS,TRIM25,0.546
CGAS,TRIM32,0.449
CGAS,TRIM38,0.631
CGAS,TRIM41,0.524
CGAS,TRIM5,0.512
CGAS,TRIM56,0.704
CGAS,TYK2,0.401
CGAS,UEVLD,0.456
CGAS,UFL1,0.44
CGAS,USP18,0.408
CGAS,USP27X,0.449
CGAS,USP29,0.428
CGAS,USP7,0.427
CGAS,XRCC6,0.419
CGAS,ZBP1,0.611
CGAS,ZCCHC3,0.699
CGB1,CGB2,0.413
CGB1,CGB3,0.464
CGB1,EREG,0.548
CGB1,FSHR,0.676
CGB1,MSX1,0.457
CGB1,RNF225,0.474
CGB1,ZNF584,0.41
CGB2,CYFIP1,0.608
CGB2,CYFIP2,0.403
CGB2,KDM2A,0.405
CGB2,NCKAP1,0.602
CGB2,ODF4,0.446
CGB2,WASF1,0.596
CGB3,CGB5,0.934
CGB3,CGB8,0.915
CGB3,CSH1,0.401
CGB3,FSHB,0.61
CGB3,GNB1,0.8
CGB3,GNG2,0.8
CGB3,IGHV3-16,0.8
CGB3,LGALS13,0.406
CGB3,LGALS14,0.432
CGB3,LGALS16,0.523
CGB3,LHB,0.612
CGB3,LHCGR,0.92
CGB3,TSHB,0.575
CGB5,CGB8,0.999
CGB5,CSH1,0.731
CGB5,CSH2,0.731
CGB5,EREG,0.482
CGB5,FSHB,0.747
CGB5,FSHR,0.717
CGB5,GCM1,0.582
CGB5,GH2,0.463
CGB5,GNB1,0.8
CGB5,GNG2,0.8
CGB5,GPHA2,0.413
CGB5,HARS1,0.761
CGB5,HARS2,0.761
CGB5,IGHV3-16,0.8
CGB5,LGALS16,0.405
CGB5,LGR5,0.624
CGB5,LHB,0.557
CGB5,LHCGR,0.967
CGB5,P2RY11,0.489
CGB5,PEPD,0.485
CGB5,PPAN-P2RY11,0.471
CGB5,PTPRO,0.483
CGB5,SNRPB2,0.478
CGB5,TFAP2A,0.826
CGB5,TFAP2C,0.82
CGB5,TSHB,0.615
CGB7,P2RY11,0.53
CGB7,PPAN-P2RY11,0.526
CGB7,PTPRO,0.525
CGB7,SNRPB2,0.568
CGB8,FSHB,0.607
CGB8,GNB1,0.8
CGB8,GNG2,0.8
CGB8,IGHV3-16,0.8
CGB8,LGALS16,0.517
CGB8,LHB,0.557
CGB8,LHCGR,0.919
CGB8,PSG6,0.434
CGB8,TSHB,0.575
CGB8,XAGE3,0.416
CGGBP1,CLN8,0.454
CGGBP1,DDB1,0.473
CGGBP1,FMR1,0.886
CGGBP1,GIN1,0.518
CGGBP1,IQSEC1,0.56
CGGBP1,LRRC3B,0.504
CGGBP1,MRM1,0.614
CGGBP1,NBEAL2,0.546
CGGBP1,PUM2,0.417
CGGBP1,SP3,0.467
CGGBP1,SPIN1,0.791
CGGBP1,SPIN2B,0.779
CGGBP1,SUV39H2,0.408
CGGBP1,THAP12,0.475
CGGBP1,TMEM209,0.457
CGGBP1,URB1,0.474
CGGBP1,ZBTB11,0.47
CGGBP1,ZIC4,0.512
CGGBP1,ZNF654,0.67
CGGBP1,ZNF770,0.427
CGN,CGNL1,0.538
CGN,CLDN1,0.749
CGN,CLDN2,0.58
CGN,CLDN3,0.569
CGN,CLDN4,0.523
CGN,CLDN5,0.575
CGN,CLDN7,0.653
CGN,CLDN8,0.651
CGN,CRB3,0.427
CGN,CTNND1,0.433
CGN,DAB2IP,0.767
CGN,EPB41L4B,0.432
CGN,ESAM,0.454
CGN,F11R,0.992
CGN,FKBP1A,0.51
CGN,GATA4,0.911
CGN,GUK1,0.476
CGN,MARVELD2,0.989
CGN,MARVELD3,0.544
CGN,MPDZ,0.859
CGN,MPP5,0.677
CGN,MTMR10,0.439
CGN,OCLN,0.995
CGN,PARD3,0.774
CGN,PARD6A,0.586
CGN,PATJ,0.721
CGN,PLEKHA7,0.884
CGN,PPP1R9A,0.468
CGN,PRKCZ,0.64
CGN,RAB13,0.564
CGN,RAB3B,0.463
CGN,RABIF,0.559
CGN,RACGAP1,0.919
CGN,RHOA,0.927
CGN,RHOB,0.526
CGN,RHOC,0.578
CGN,ROCK2,0.684
CGN,RORC,0.418
CGN,RPS27A,0.503
CGN,S100A8,0.455
CGN,SMURF1,0.506
CGN,SYMPK,0.854
CGN,TGFB1,0.521
CGN,TGFBR1,0.544
CGN,TGFBR2,0.537
CGN,TJAP1,0.433
CGN,TJP1,0.999
CGN,TJP2,0.999
CGN,TJP3,0.997
CGN,UBA52,0.499
CGN,UBB,0.499
CGN,UBC,0.499
CGN,VCL,0.575
CGN,YBX3,0.572
CGN,YWHAE,0.719
CGN,YWHAH,0.635
CGNL1,CLDN12,0.469
CGNL1,CLDN3,0.504
CGNL1,CTNND1,0.43
CGNL1,CYP17A1,0.424
CGNL1,CYP19A1,0.774
CGNL1,EEA1,0.452
CGNL1,F11R,0.542
CGNL1,FDX1,0.425
CGNL1,FDX2,0.425
CGNL1,GDI1,0.448
CGNL1,GDI2,0.449
CGNL1,LCA5,0.459
CGNL1,LYRM4,0.542
CGNL1,MARVELD2,0.636
CGNL1,MARVELD3,0.464
CGNL1,MPDZ,0.442
CGNL1,MT-ND4,0.535
CGNL1,OCLN,0.748
CGNL1,PATJ,0.413
CGNL1,PDZD11,0.494
CGNL1,PLEKHA7,0.83
CGNL1,RABIF,0.501
CGNL1,RACGAP1,0.84
CGNL1,RHOA,0.406
CGNL1,SLC19A3,0.414
CGNL1,STX5,0.403
CGNL1,TIAM1,0.603
CGNL1,TJP1,0.975
CGNL1,TJP2,0.421
CGNL1,TJP3,0.404
CGNL1,TMOD2,0.76
CGNL1,TMOD3,0.906
CGNL1,TPM1,0.438
CGNL1,TPM2,0.436
CGNL1,TPM3,0.417
CGNL1,TPM4,0.431
CGNL1,TRAPPC1,0.555
CGNL1,TRAPPC3,0.447
CGNL1,TRAPPC3L,0.445
CGNL1,TRAPPC4,0.539
CGNL1,TRAPPC5,0.512
CGNL1,TRAPPC6A,0.404
CGNL1,TRAPPC6B,0.403
CGNL1,TRAPPC8,0.552
CGNL1,TRPM7,0.549
CGNL1,VPS33A,0.485
CGNL1,VPS33B,0.482
CGREF1,CGRRF1,0.96
CGREF1,PCNP,0.412
CGREF1,PREB,0.573
CGREF1,REEP1,0.447
CGREF1,TP53,0.478
CGRRF1,CNIH1,0.544
CGRRF1,FAM8A1,0.501
CGRRF1,FOXD2,0.439
CGRRF1,GMFB,0.511
CGRRF1,MARCHF6,0.412
CGRRF1,RNF130,0.416
CGRRF1,RNF145,0.422
CGRRF1,RNF170,0.516
CGRRF1,RNF26,0.447
CGRRF1,RNFT1,0.592
CGRRF1,RNFT2,0.412
CGRRF1,SEL1L,0.483
CGRRF1,TP53,0.446
CGRRF1,UBE2J1,0.464
CGRRF1,UBE2J2,0.602
CGRRF1,USP33,0.41
CGRRF1,ZNRF4,0.427
CH25H,COQ3,0.506
CH25H,COQ6,0.449
CH25H,CPOX,0.481
CH25H,CYP26A1,0.426
CH25H,CYP26B1,0.415
CH25H,CYP27A1,0.967
CH25H,CYP39A1,0.841
CH25H,CYP3A4,0.418
CH25H,CYP46A1,0.978
CH25H,CYP4A11,0.415
CH25H,CYP4A22,0.415
CH25H,CYP4B1,0.466
CH25H,CYP4F11,0.415
CH25H,CYP4F12,0.415
CH25H,CYP4F2,0.415
CH25H,CYP4F22,0.415
CH25H,CYP4F3,0.415
CH25H,CYP4F8,0.415
CH25H,CYP4V2,0.425
CH25H,CYP4X1,0.423
CH25H,CYP4Z1,0.417
CH25H,CYP51A1,0.976
CH25H,CYP7A1,0.98
CH25H,CYP7B1,0.989
CH25H,CYP8B1,0.79
CH25H,DHCR24,0.93
CH25H,DHCR7,0.958
CH25H,ERG28,0.859
CH25H,FA2H,0.703
CH25H,FADS1,0.544
CH25H,FADS2,0.544
CH25H,FADS3,0.544
CH25H,FASN,0.4
CH25H,FBXO43,0.512
CH25H,FDFT1,0.902
CH25H,FDPS,0.443
CH25H,GPR183,0.697
CH25H,HERC5,0.444
CH25H,HMGCR,0.7
CH25H,HMGCS1,0.783
CH25H,HMGCS2,0.756
CH25H,HSD17B7,0.918
CH25H,HSD3B1,0.684
CH25H,HSD3B2,0.691
CH25H,HSD3B7,0.887
CH25H,IDI1,0.638
CH25H,IDI2,0.578
CH25H,IFITM3,0.45
CH25H,IFNB1,0.405
CH25H,IL1B,0.44
CH25H,IL6,0.463
CH25H,INSIG1,0.409
CH25H,ISG15,0.439
CH25H,KMO,0.461
CH25H,LBR,0.646
CH25H,LIPA,0.881
CH25H,LIPF,0.41
CH25H,LIPN,0.426
CH25H,LSS,0.9
CH25H,MAT2B,0.601
CH25H,MVD,0.461
CH25H,MVK,0.498
CH25H,NDUFAF6,0.479
CH25H,NSDHL,0.768
CH25H,OGFOD1,0.437
CH25H,PTGIS,0.704
CH25H,RGS22,0.491
CH25H,RSAD2,0.524
CH25H,SC5D,0.969
CH25H,SCAP,0.482
CH25H,SDR42E1,0.65
CH25H,SIGMAR1,0.888
CH25H,SLC10A1,0.485
CH25H,SLC16A12,0.423
CH25H,SLFN11,0.464
CH25H,SOAT1,0.888
CH25H,SOAT2,0.864
CH25H,SQLE,0.971
CH25H,SREBF1,0.431
CH25H,SREBF2,0.592
CH25H,STAT3,0.418
CH25H,TM7SF2,0.692
CH25H,TRIM41,0.425
CH25H,WDR97,0.479
CH25H,XPR1,0.444
CHAC1,CHAC2,0.907
CHAC1,CTH,0.483
CHAC1,DDIT3,0.466
CHAC1,DDIT4,0.49
CHAC1,DNAJB1,0.404
CHAC1,DUSP1,0.472
CHAC1,DUSP12,0.461
CHAC1,EIF2AK4,0.434
CHAC1,EIF2S1,0.474
CHAC1,FOS,0.479
CHAC1,GGCT,0.945
CHAC1,GGT1,0.914
CHAC1,GGT5,0.915
CHAC1,GGT6,0.918
CHAC1,GGT7,0.906
CHAC1,GPX2,0.913
CHAC1,GPX3,0.915
CHAC1,GPX4,0.955
CHAC1,GPX5,0.909
CHAC1,GPX6,0.909
CHAC1,GPX7,0.91
CHAC1,GPX8,0.912
CHAC1,GRPEL2,0.574
CHAC1,GSR,0.908
CHAC1,GSS,0.914
CHAC1,GSTA1,0.666
CHAC1,GSTA2,0.65
CHAC1,GSTA3,0.66
CHAC1,GSTA4,0.669
CHAC1,GSTA5,0.662
CHAC1,GSTM1,0.658
CHAC1,GSTM2,0.664
CHAC1,GSTM3,0.65
CHAC1,GSTM4,0.65
CHAC1,GSTM5,0.65
CHAC1,GSTO1,0.757
CHAC1,GSTO2,0.736
CHAC1,GSTP1,0.665
CHAC1,GSTT2B,0.676
CHAC1,HERPUD1,0.453
CHAC1,HPGDS,0.65
CHAC1,HSPA12A,0.425
CHAC1,HSPA1A,0.51
CHAC1,HSPA1B,0.496
CHAC1,HSPA5,0.463
CHAC1,HSPA8,0.438
CHAC1,INHBE,0.528
CHAC1,LAP3,0.906
CHAC1,MGST1,0.656
CHAC1,MGST2,0.678
CHAC1,MGST3,0.668
CHAC1,MTHFD2,0.477
CHAC1,NUPR1,0.445
CHAC1,OPLAH,0.933
CHAC1,PCK2,0.497
CHAC1,PPP1R15A,0.637
CHAC1,PRDX6,0.901
CHAC1,PSAT1,0.554
CHAC1,PSPH,0.427
CHAC1,SESN2,0.608
CHAC1,SLC1A5,0.4
CHAC1,SLC3A2,0.465
CHAC1,SLC6A9,0.422
CHAC1,SLC7A11,0.591
CHAC1,SLC7A5,0.406
CHAC1,TRIB3,0.966
CHAC1,TXNDC12,0.902
CHAC1,UBL5,0.44
CHAC1,VPS13A,0.46
CHAC1,XBP1,0.631
CHAC2,DNAJC21,0.546
CHAC2,ERLEC1,0.464
CHAC2,FSD1,0.433
CHAC2,GGCT,0.942
CHAC2,GGT1,0.907
CHAC2,GGT5,0.907
CHAC2,GGT6,0.906
CHAC2,GGT7,0.907
CHAC2,GPR75,0.574
CHAC2,GPX2,0.902
CHAC2,GPX3,0.9
CHAC2,GPX4,0.913
CHAC2,GPX5,0.903
CHAC2,GPX6,0.9
CHAC2,GPX7,0.906
CHAC2,GPX8,0.902
CHAC2,GSR,0.9
CHAC2,GSS,0.923
CHAC2,GSTA1,0.654
CHAC2,GSTA2,0.653
CHAC2,GSTA3,0.653
CHAC2,GSTA4,0.671
CHAC2,GSTA5,0.654
CHAC2,GSTM1,0.657
CHAC2,GSTM2,0.65
CHAC2,GSTM3,0.65
CHAC2,GSTM4,0.65
CHAC2,GSTM5,0.715
CHAC2,GSTO1,0.703
CHAC2,GSTO2,0.703
CHAC2,GSTP1,0.654
CHAC2,GSTT2B,0.687
CHAC2,HPGDS,0.657
CHAC2,LAP3,0.906
CHAC2,MGST1,0.65
CHAC2,MGST2,0.783
CHAC2,MGST3,0.696
CHAC2,OPLAH,0.925
CHAC2,PEX11B,0.511
CHAC2,PLAAT1,0.449
CHAC2,PRDX6,0.906
CHAC2,PSME4,0.481
CHAC2,RWDD1,0.459
CHAC2,SP5,0.585
CHAC2,TXNDC12,0.904
CHAC2,VPS13A,0.504
CHAC2,ZNF428,0.413
CHAD,CILP,0.527
CHAD,CILP2,0.41
CHAD,CLEC3A,0.407
CHAD,CNPY4,0.612
CHAD,COL2A1,0.536
CHAD,COL9A1,0.474
CHAD,COL9A2,0.479
CHAD,COMP,0.652
CHAD,CPNE6,0.437
CHAD,DCN,0.437
CHAD,EPYC,0.435
CHAD,EXT1,0.407
CHAD,FMOD,0.684
CHAD,GHRH,0.615
CHAD,HAPLN1,0.513
CHAD,ITGA1,0.684
CHAD,ITGA10,0.725
CHAD,ITGA11,0.72
CHAD,ITGA2,0.919
CHAD,ITGA2B,0.661
CHAD,ITGA3,0.699
CHAD,ITGA4,0.692
CHAD,ITGA5,0.671
CHAD,ITGA6,0.661
CHAD,ITGA7,0.671
CHAD,ITGA8,0.714
CHAD,ITGA9,0.685
CHAD,ITGAV,0.759
CHAD,ITGB1,0.911
CHAD,ITGB3,0.684
CHAD,ITGB4,0.698
CHAD,ITGB5,0.664
CHAD,ITGB6,0.69
CHAD,ITGB7,0.704
CHAD,ITGB8,0.7
CHAD,KERA,0.467
CHAD,LRR1,0.589
CHAD,LRRC18,0.486
CHAD,LRRC2,0.491
CHAD,LRRC23,0.423
CHAD,LRRC28,0.451
CHAD,LRRC39,0.511
CHAD,LRRC47,0.42
